108-3A-364-M-H,Parka gittiğimde evde ailemle olduğumda,When I am at home with my family when I go to the playground,Male,
250-7A-657-M-S,"Kötülük, şiddet, küfür, kıskançlıktır. Bunlar yüzünden dünya kötüleşmiştir","Evil is violence, blasphemy, envy. Because of these, the world has deteriorated.",Male,
206-5C-938-M-H,Arkadaşlarımı gördüğümde mutlu oluyorum,I am happy when I see my friends,Male,
105-4C-24-M-S,Arkadaşlarım futbol oynarken beni yanlarına almadı üzüldüm,I am sad that my friends did not take me with them when they played football,Male,
105-4D-1150-M-S,Bir akrabam ölünce çok üzülürüm,I feel very sad when a relative dies.,Male,
211-6C-38-M-S,Üzüntü benim için doğanın yanmasıdır,Sadness for me is the burning of nature,Male,
105-4F-76-M-H,Bu resmi çizerken bana göre mutluluğu temsil eden şeyler bütün insanların el ele tutuşması ve gökkuşağının olmasıdır,"While drawing this picture, the things that represent happiness for me are all people holding hands and rainbows",Male,
109-3O-843-M-S,Benim için üzüntü insanların birbirine küsmesi,Sadness for me is that people get mad at each other,Male,
108-4E-1057-M-H,Abim annem babam kardeşim bana sürpriz yaptılar çok mutlu oldum,"My older sibling, mother, father, younger sibling, they surprised me, I was very happy",Male,
207-6B-69-M-S,Geceleri korku filmi izleyince korkuyorum,I get scared when I watch horror movies at night,Male,
214-5G-1708-M-H,Karşı takıma gol attığım için çok mutluyum,I am very happy that I scored a goal against the opposing team.,Male,
230-5B-445-M-S,"Üzüntü yokluk demektir, üzüntü üzülmek demektir ,üzüntü unutamayacağımız bir andır","Sadness means absence, sadness means sadness, sadness is a moment we can not forget",Male,
101-3F-499-M-H,Denize girmek mutluluktur,Swimming in the sea is happiness,Male,
103-4C-549-M-H,Abim bana balon alıyor,My brother buys me balloon,Male,
205-7C-468-M-H,Ağaçlar olmazsa hayat olmaz,There is no life without trees,Male,
102-2A-941-M-H,Bana göre mutluluk kardeşimle olmak,"For me, happiness is to be with my brother",Male,
216-5Z-2139-M-S,Benim için üzüntü ailemizden birisinin vefat etmesidir,The sadness for me is the death of a member of our family.,Male,
103-3B-1018-M-H,Bana mutluluk olur iyi davranırlar bana iyilik yaparlar,"They will be happy to me, they will treat me well, they will do me good.",Male,
103-4A-319-M-S,Savaş günüydü çok korktum,It was the day of war I was so scared,Male,
230-5B-474-M-S,Dünyadaki fabrikalar yüzünden dünyada çiçek böcek ağaç insanlar hepsi ölüyor,"Because of the factories in the world, flowers, insects, trees, people all die in the world.",Male,
214-6D-197-M-H,Futbol oynamayı sevdiğim için futbol oynarken mutlu oluyorum,I am happy when I play soccer because I love to play soccer,Male,
108-3C-1226-M-S,Mutsuzluk,Unhappiness,Male,
120-3B-1140-M-H,Havanın sıcak olması,Hot weather,Male,
230-7F-1167-M-S,Benim mutsuz eden şey çöpleri yere atan insanlar yüzünden mutsuzum,What makes me unhappy is because of the people who throw the garbage on the ground.,Male,
105-1Z-567-M-S,Çiçeğim susuzluktan kurudu,My flower has dried up from thirst,Male,
280-7A-1788-M-S,Üzüntü bana ağlayışı anlatıyor,Sadness tells me crying,Male,
230-7B-147-M-S,Voleybol oynamayı sevmem,I do not like to play volleyball,Male,
104-4C-5-M-H,Ben arkadaşlarımla pastaya çok mutlu oluyoruz ve gökkuşağıyla mutlu oluyorum,I am with my friends very happy with the cake and I am happy with the rainbow,Male,
112-4C-113-M-H,Benim için mutluluk sevdiğim şeyleri yapmaktır,Happiness for me is doing what I love,Male,
214-5E-1782-M-H,Mutluluk bence çok güzel bir duygu olabilir bencede çok güzel bir anne baba bir hediye alıp bize mutlu olmamızı istiyor,"I think happiness can be a very nice feeling, I think a very nice parent wants us to be happy by buying a gift.",Male,
205-7C-455-M-H,Evimde mutlu hissediyorum,I feel happy at home,Male,
240-7C-1000-M-H,Ben her zaman arkadaşlarımla birlikte mutluyum,I am always happy with my friends,Male,
201-5Z-874-M-H,Mutluluk benim için ailemle vakit geçirme onları sevme ve saygılı olma anıdır,"Happiness for me is spending time with my family, the moment to love and respect them.",Male,
250-7C-86-M-H,Babam bana top alınca çok mutlu oldum,I was very happy when my father bought me a ball,Male,
280-5B-81-M-H,Dünyadaki en güzel duygu mutluluk,The most beautiful feeling in the world is happiness,Male,
250-5D-3746-M-H,Bir erkek evde vardı çok mutluydu kardeşi oyun oynuyordu ve elinde balon vardı,"There was a man at home, he was very happy, his brother was playing and he had a balloon in his hand.",Male,
214-5J-2147-M-S,İnsanlar hiç üzüntüyle yaşamaz o yüzden ben de üzüntü emojisini seçtim çünkü üzüntü emojisini sevmem,People never live with sadness so I chose the Sadness emoji because I do not like the Sadness emoji.,Male,
101-1F-741-M-S,Ağaç kurumuş diye herkes üzülmüş,Everyone was sad because the tree had dried up.,Male,
101-1Q-270-M-H,Yardım,Help,Male,
216-7A-50-M-H,Beni futbol mutlu ediyor futbol oynadığımda çok mutlu oluyorum,Football makes me happy when I play football I am very happy,Male,
207-8E-650-M-S,Benim için üzüntü arkadaşlarıma ve yakınlarıma bir zarar gelmesi,It is sad for me that my friends and relatives are hurt,Male,
103-4P-1293-M-S,Benim için üzüntü hayvanlara taş atmak,"For me, throwing stones at animals is sad",Male,
108-3C-1942-M-H,Mutluluk uçmaktır,Happiness is flying,Male,
103-4A-814-M-H,Bugün babam bana yemek teklif etti sonra babamla sohbet ettik,Today my father offered me food then we chatted with my father,Male,
103-4N-1091-M-S,Beraber,Together,Male,
207-6D-516-M-H,Bir köyde ailemle kalmak her yer huzurlu bir şekilde,Staying with my family in a village is peaceful everywhere,Male,
280-7B-2400-M-H,Benim için en büyük mutluluk futbol oynamak,The biggest happiness for me is playing football.,Male,
105-1F-698-M-H,Mutluluk oyun demek,Happiness means game,Male,
104-2Z-222-M-S,Birisini üzmem,To upset someone,Male,
205-7A-74-M-H,En güzel mutluluk dostluk,The best happiness is friendship,Male,
101-1H-724-M-H,Ela benim kedim oldu lale gökkuşağı çıktı,"Ela became my cat, tulip rainbow appeared",Male,
107-4B-1862-M-S,Orman yangınlarının beni ne kadar çok üzdüğünü hissettim,I felt how much the forest fires hurt me,Male,
110-4H-1113-M-S,"Çocuk nehirde boğuluyor, ailesi üzülüp mutsuz oluyor","The boy drowns in the river, his family is upset and unhappy",Male,
101-2H-56-M-H,Salıncakta sallanmak,Swinging on a swing,Male,
102-1A-301-M-S,Üzüntü benim için bir şeyimin kaybolması,Sadness for me to have something lost,Male,
110-3J-1099-M-S,"Birisi kaza yapınca üzülürüm, birisi hasta olunca üzülürüm","I get sad when someone has an accident, I get sad when someone gets sick",Male,
103-3C-2012-M-S,Ağaçların kesilmesine çok üzülürüm,I am very sorry about the trees being cut down.,Male,
107-4Z-440-M-S,Üzgünlüğü hiç sevmiyorum niye üzgün diye merak ediyorsunuz öğretmeni ona kızmış sonra rezil oldu ağladı çok ama çok üzgündü,"I do not like sadness. you wonder why He is sad her teacher was angry with her then she became disgraced she cried very, very sad",Male,
120-4B-565-M-H,Babam bana çok güzel bir dondurma aldı,My father bought me a very nice ice cream,Male,
106-3F-548-M-H,Ben futbol gibi oyunu çok seviyorum ve futbol oynarım,I love the game like football so much and I play football,Male,
250-8F-1874-M-H,Mutluluk kalbin ümitle birleşmesidir,Happiness is the union of the heart with hope,Male,
104-2A-4-M-S,Babamın olmaması beni mutsuz eder,Not having a father makes me unhappy,Male,
280-7C-3079-M-H,Mutluluk evden gelir,Happiness comes from home,Male,
108-4H-1787-M-S,Elmayı ağaçtan alamıyor diye üzülmüş,He was upset that he could not get the apple from the tree.,Male,
280-8K-809-M-H,"Mutluluk Allah'a ulaşmayı dilemekle başlar, ev ağaç su bulut güneş türlü şeylerden gelen sevgi ve mutluluk","Happiness begins with wishing to reach Allah, home, tree, water, cloud, sun, love and happiness from all kinds of things.",Male,
103-3R-2034-M-S,Bugün okulda arkadaşlarım beni dövdü anne,My friends beat me at school today mom,Male,
108-3H-1714-M-H,Doğum günü olduğunda çok mutlu olurum ve arkadaşlarımla oyun oynadığımda çok mutlu olurum,I am very happy when it is a birthday and I am very happy when I play games with my friends,Male,
207-5E-576-M-S,Dedemin ölmesini istemezdim ailemizin ağası,I did not want my grandfather to die. lord of our family,Male,
108-3A-451-M-S,Halıcıda yere düşmek,Falling in the carpet sale shop,Male,
213-8A-14-M-S,Bana göre üzüntü sevdiğim bir şeyin kırılması,For me sadness is the breaking of something I love,Male,
250-8C-1654-M-H,Mutluluk benim için doğa,Happiness is nature for me,Male,
205-5Q-1368-M-H,Mutluluk güzel huzurlu ve çocuklarınla vakit geçirmek yaşanan hisse denir,"Happiness beautiful, peaceful and spending time with your children is called the feeling.",Male,
140-3B-31-M-H,"Mutlu ol ki dünya gülsün mutluluk iyidir, mutlu ol sen mutlu olunca yüzün gülüyor Herkes mutlu olsun ki dünya gülsün",Be happy so that the world laughs. happiness is good. be happy. You smile when you are happy. Everyone be happy so that the world smiles,Male,
105-3E-744-M-H,Mutluluk saygılılık,Happiness respect,Male,
210-7B-116-M-S,Her canlının bir eceli vardır,Every living thing has a time to die,Male,
214-7O-1890-M-S,Ok ve yayımın kırılması,Breaking arrow and bow,Male,
106-3E-994-M-S,Arkadaşımla küstüğüm için üzüldüm,I am sorry for get mad at my friend,Male,
210-8A-959-M-H,Mutluluk benim için sevgi heyecan mutlu olunca kendimi hissediyorum,Happiness is for me love excitement I feel myself when I am happy,Male,
112-3E-720-M-H,Futbol oynamayı seviyorum yerden yüksek oynamak körebe oynamayı seviyorum basketbol oynamayı seviyorum,I like to play football I like to play high above the ground I like to play blinds I like to play basketball,Male,
102-1D-1085-M-S,Babam arabasına yanlış benzin doldurdu,My father filled his car with the wrong gas.,Male,
108-3C-345-M-H,Mutluluk sevimli ve çok güzel,Happiness is cute and very beautiful,Male,
206-6E-409-M-S,Dedemin rahmetli olması,My grandfather passed away,Male,
230-6B-805-M-S,Hayat hep acıdır,Life is always pain,Male,
216-7A-1298-M-S,Beni üzen şeyler parkta top oynayıp beni oynatmamaları beni üzer,Things that make me sad are when my friends play football in the playground and don't let me play.,Male,
280-6N-1046-M-H,Gemiye binmeyi çok severim hayatta gemiye binmeyi çok sevelim,"I love to get on a ship, Let's love to get on a ship in life",Male,
105-1Z-573-M-S,İstanbul'dan Urfaya gelirken arkadaşımdan ayrıldım,I broke up with my friend on the way from Istanbul to Urfa,Male,
240-6E-699-M-S,Su olmasa bizler olmayız,Without water we would not exist,Male,
104-4E-762-M-S,Herkesin balonu var benimki yok,"Everyone has a balloon, I do not have",Male,
106-4B-605-M-H,Beni mutlu eden şey hayal gücümdür,My imagination is what makes me happy,Male,
214-6C-2-M-S,Kötü şeyler mutsuzluk getirir,Bad things bring unhappiness,Male,
250-8H-726-M-S,Üzülüyorum,I am upset,Male,
250-6F-98-M-H,Ben burada LGS'yi kazanıyorum,I am winning LGS here,Male,
205-6Q-294-M-H,Doğadaki hayvanların korunması bana büyük bir mutluluk veriyor,Protecting animals in nature gives me great happiness,Male,
250-6J-164-M-H,Evin önünde top oynarken gökkuşağı çıktı,Rainbow appeared while playing ball in front of the house,Male,
102-2B-220-M-S,Beni üzen şey insanların doğaya çöp atması,What upsets me is that people throw garbage in nature,Male,
230-5G-525-M-H,Benim için futbol oynamak mutluluktur,For me playing football is happiness,Male,
106-4G-987-M-S,Benim için mutsuzluk sevdiğim birinin hayata göz yumması,It is unhappiness for me when someone I love turns a blind eye to life,Male,
214-6M-1730-M-S,Çok üzgünüm hayat,I am so sorry life,Male,
112-3D-733-M-S,Arkadaşlarımın bana küsmesidir,My friends get mad at me,Male,
211-6E-18-M-S,Benim için üzüntü kalbimin kırılmasıdır,Sadness for me is the breaking of my heart,Male,
103-3H-1888-M-H,Ben mesela futbolu çok seviyorum mesela annemle babamla bir de kardeşlerimle pikniğe gitmek çok seviyorum ailemle birlikte çimeliğe gitmeyi çok seviyorum,"For example, I love football very much, for example, I love going to a picnic with my parents and my siblings. I love going to the lawn with my family.",Male,
110-4Z-598-M-S,Tek olan çocuk ve arkadaşları ile olan,The one child and with his/her friends,Male,
206-6Z-816-M-H,Mutluluk ailemle geçirdiğim zamandır ve bana duygusallık verir,Happiness is time I spent with my family and it gives me sentimentality,Male,
213-8A-994-M-S,"Bana göre üzgünlük arabaların dikkat etmeyip kaza yapmaları, insanların canlarını almaları","Sadness for me is that cars do not pay attention, they have accidents, they take people is lives",Male,
101-1D-1176-M-H,Ben piknik yapınca sevinirim,I am happy when I have a picnic,Male,
250-6K-883-M-S,Korona çıktığı için ben çok üzüldüm ve her zaman maske takmak zorunda kaldık,I was very sad because corona came out and we had to wear masks all the time,Male,
250-5D-884-M-S,Birinci adam ikinci ve üçüncü çocukların eşyasını almış yani haram,"A man took the belongings of the second and third children, that is, it is haram.",Male,
280-8H-805-M-H,Benim için mutluluk çok güzel bir sevgi olmuş,"For me, happiness has been a beautiful love.",Male,
104-2H-1200-M-S,Çocuk binadan düşüp bayılmış,The child fell from the building and fainted.,Male,
103-4H-1646-M-S,Adam parasını kaybettiği için üzülüyor,Man is upset because he lost his money,Male,
109-4E-2486-M-S,Yağmur yağdığı için çok üzüldüm,I am so sad It is raining,Male,
110-4H-761-M-S,Berbat bir gün,A terrible day,Male,
240-6E-874-M-H,Babası çok sevindiğinde ve babasına çok yardım etmiş,When his father was very happy and helped his father a lot,Male,
250-7H-1535-M-S,Dünyamızı temiz tutalım,Let's keep our world clean,Male,
102-4B-23-M-H,Havanın güzel ve çocukların mutlulukları gösterilmiştir,It is shown that the weather is beautiful and the happiness of the children,Male,
214-6E-327-M-S,Ayrılık,Separation,Male,
109-3O-157-M-H,"Benim için mutluluk evim bir de arabam, benim evim çok güzel","Happiness for me is my house and my car, my house is very beautiful",Male,
103-3H-1888-M-S,Ben çok silah oynadığım için babam bana kızıyordu ve çok dışarda oynadığım için babam yine bana kızıyordu,"My father was angry with me for playing with guns a lot, and my father was angry with me again for playing outside a lot.",Male,
105-2D-250-M-S,Okula gitmemek beni üzer,I am sad if I do not go to school,Male,
101-2Z-1170-M-S,Sokak hayvanlarına siz üzülmez misiniz yağmurun altında kalan hayvanlara soğukta kalan hayvanlara üzülmez misiniz ben üzülürüm,"Do not you feel sorry for the stray animals, do not you feel sorry for the animals under the rain, do not you feel sorry for the animals that are in the cold?",Male,
250-5A-379-M-H,Beni mutlu eden şeyler futbol oynamak oyun oynamak parka gidip oyun oynamayı severim yürüyüş yapmayı severim bisiklet sürmeyi seviyorum,The things that make me happy are playing football I like to go to the park and play games I like to walk I like to ride a bike,Male,
210-7B-457-M-S,Yalnızım dostlarım yalnızım,I am lonely my friends I am lonely,Male,
212-7E-370-M-H,Ormanda gezmek mutluluk,Happiness to walk in the forest,Male,
214-5E-775-M-S,Mutsuzluk insanların morallerini bozar her zaman onları ayrı kalıyorlar,Unhappiness destroys people is morale. they always stay apart,Male,
250-5K-1130-M-H,Mutlu olmak cennette hissettirir mutlu olan insan kendini iyi hisseder,"Being happy makes you feel in heaven, happy person feels good",Male,
104-2C-1052-M-S,Arkadaşım üzüntü,My friend sadness,Male,
112-3D-254-M-H,Mutluluk gemi sürmektir,Happiness is driving a ship,Male,
101-1I-1196-M-H,Giyim mağazası yaptım,I made a clothing store,Male,
230-8A-423-M-S,Hayatın karanlık bir yol olması,That life is a dark road,Male,
105-3E-386-M-H,Arkadaşla mutluluk,Happiness with friend,Male,
104-4Z-1277-M-S,Annem ölürse üzülürüm,I will be sad if my mother dies,Male,
211-6C-41-M-S,Üzüntü benim için internetin olmamasıdır,Sadness is no internet for me,Male,
102-4G-189-M-H,Mutluluk benim için ailemle evimizde mutlu bir şekilde yaşamamız ve ailemle birlikte olmam,Happiness for me is living happily at home with my family and being with my family,Male,
104-4B-377-M-H,Ben bunu görünce çok mutlu oluyorum,I am very happy to see this,Male,
230-7F-448-M-S,Topum patladığı için çok üzüldüm,I am so sorry my ball exploded,Male,
110-3A-1443-M-H,Babam yeni ev aldı diye mutlu oldum,I am happy that my father bought a new house.,Male,
106-4B-1239-M-H,Beni tiyatrodaki oyuncuların oynayışı mutlu ediyor,The acting of the actors in the theater makes me happy,Male,
101-1C-58-M-S,Beni birisi oyun dışı bırakırsa üzülürüm birisi bana kötü davranırsa üzülürüm,I would be upset if someone left me out the game I feel sorry if someone treats me badly,Male,
280-5M-95-M-S,Bir kötü şey duyduğumuzda üzülürüz annemizin yada babamızın trafik kazasını duyduğumuzda üzülürüz,"We get upset when we hear something bad, we get upset when we hear about our mom is or dad is car accident.",Male,
280-8C-2370-M-S,Üzüntü sevdiğin birini kaybetmektir,Sadness is losing someone you love,Male,
105-4D-626-M-S,Herkes yemek yerken bana vermemelerine çok üzülüyorum,I am so sorry they did not give it to me while everyone else is eating.,Male,
108-4C-1105-M-S,Yalnızlık benim için en büyük üzüntüdür,Loneliness is the biggest sadness for me,Male,
101-1H-569-M-H,Annem bana hediye verdi ve babam bana en sevdiğim meyveyi aldı,My mom gave me a present and my dad bought me my favorite fruit,Male,
206-5C-780-M-S,Tatilden gelirken yolda bize bir araba çarpması,We were hit by a car on the way from vacation.,Male,
205-5H-1450-M-H,Ev benim en mutluluk verici yerimdir,Home is my happiest place,Male,
280-6N-742-M-H,Ben normalde arkadaşlarımla birlikte dışarıda oynamayı ve dolaşmayı severim,I normally like to play and walk around outside with my friends.,Male,
207-5C-6014-M-S,Benim üzüntüm ev ve ağaç olmaması,My sadness is that there is no house and tree,Male,
107-4D-252-M-S,Çevremizi temiz tutmamak,Not keeping our environment clean,Male,
101-1A-1240-M-H,Babamın bana hediye almasından mutlu oluyorum,I am happy that my father bought me a present,Male,
107-4F-871-M-H,Ormanlık alan şehirden uzak huzur dinlenme,"Forested place, away from the city, peaceful rest",Male,
103-2O-1535-M-H,Mutlu bir anım olsun diye yaptım,I made it to have a happy memory,Male,
107-3E-1127-M-S,Çocuk salıncakta tek başına sallanıyor,Child swings alone on swing,Male,
105-4F-359-M-H,Benim bu resimde anlatmak istediğim şey bir babanın kızını mutlu etmek için balon ve mısır alması,What I want to convey in this picture is that a father buys balloons and corn to make his daughter happy.,Male,
102-2E-554-M-S,Evi özledim,I miss home,Male,
108-4A-1335-M-S,Ağaçlar yoksa ormanlar da yok demektir,No trees means no forests,Male,
107-2E-381-M-H,Bir aileyi temsil ediyor ve mutluluğu temsil ediyor,It represents a family and represents happiness,Male,
214-5L-2099-M-H,Annesini babasını seven birlik ve beraberlik olurlar her zaman,They are always in unity and togetherness who love their mother and father,Male,
205-8G-611-M-H,Mutluluk denince aklıma annem geliyor,"When I think of happiness, I think of my mother.",Male,
240-8B-534-M-H,Koronadan kurtuluş gelecek,Salvation from Corona will come,Male,
214-5K-1917-M-H,,,Male,
101-1E-178-M-S,Annemden ayrılırsam üzülürüm,I will be sad if I leave my mother,Male,
104-4C-13-M-H,Ben şarkı dinlemeyi çok severim,I love to listen to songs very much,Male,
110-3A-124-M-H,Mutluluk dünyadaki en güzel şeydir ve olmaya da devam edecek,Happiness is the most beautiful thing in the world and will continue to be.,Male,
205-8E-562-M-H,Denizin karşısında oturmak güneşin batışını izlemek kitap okumak ve kahve içmek çok güzel bir duygu,"It is a very nice feeling to sit in front of the sea, watch the sunset, read a book and drink coffee.",Male,
107-3E-237-M-H,Bu resimde arkadaşlarımla parkta oyun oynuyoruz,In this picture we are playing in the playground with my friends,Male,
230-6C-912-M-S,Bana küfür edenleri sevmem ve küsüp onlarla barışmam,I do not like those who curse me and I do not make peace with them.,Male,
108-3K-2043-M-H,Adamın doğum gününü kutluyor her yer süslü renkli balonlar pasta ve üstünde mumlar yanıyor ve adamın arabasıyla gelmiş ,"Celebrating the man's birthday, everywhere is decorated colorful balloons cake and candles burning on it, and the man came with his car.",Male,
280-5B-2355-M-H,Mutlu olmak için çevreyi korumak,Protecting the environment to be happy,Male,
112-4C-50-M-H,Benim için mutluluk çok güzel bir duygudur,Happiness is a very good feeling for me,Male,
230-7E-393-M-H,Beni en mutlu eden şey sahil,The beach is what makes me happiest,Male,
214-6E-1159-M-H,Doğanın sessiz sakin olduğu zaman mutluluğu,Happiness when nature is quiet calm,Male,
105-1A-1137-M-H,Polis olacağım,I will be the police,Male,
112-4D-133-M-S,Benim için bebekler çok ağlar,Babies cry a lot for me,Male,
102-1B-957-M-H,Uzay mutluluktur,Space is happiness,Male,
230-8C-69-M-S,Benim için mutsuzluk yaşın gittikçe ilerlemesidir yani yaşlanmaktır,"For me, unhappiness is getting older, that is, getting older.",Male,
102-4E-426-M-S,Yağmur yağdığı için ağladı,Cried because it rained,Male,
104-2B-922-M-S,Korona diye dışarı çıkamıyorum,I can not go out because of Corona,Male,
110-3J-630-M-S,Benim için üzüntü kirli bir dünyadır kirli bir doğadır,For me sadness is a dirty world It is a dirty nature,Male,
250-5J-830-M-S,Ağaç yere düşmüş ağacı yerde görünce çok üzüldüm ve itfaiyeyi aradım itfaiye geldi ve ağacı yerine koydu,I was very upset when I saw the tree that had fallen to the ground and I called the fire department and the fire department came and put the tree in its place.,Male,
230-6C-639-M-H,Benim için mutluluk ailemden birilerinin ölmemesi,Happiness for me is that no one in my family dies,Male,
214-5D-607-M-H,Benim en mutlu olduğum şey ailemle vakit geçirmek,My happiest thing is spending time with my family.,Male,
210-7B-457-M-H,En büyük şey mutluluktur,The biggest thing is happiness,Male,
214-5J-1099-M-H,Ben arabaları çok severim ve mutlu olurum,I love cars and I am happy,Male,
205-6Q-294-M-S,Üzüntü deyince aklıma orman yanması hayvanların ölmesi geliyor bu büyük bir üzüntü veriyor,"When I think of sadness, I think of forest burning, death of animals, this gives me great sadness.",Male,
101-2Z-688-M-H,"Resmimde kelebek, ağaç, güneş ve şelale yaptım bu resimden ben yaptım çok beğendim benim resmimi çok beğendim","I made a butterfly, tree, sun and waterfall in my picture, I made it from this picture, I like it very much.",Male,
102-3G-683-M-S,Üzüntü ağlamak demek,Sadness means crying,Male,
213-8A-696-M-S,Bana göre üzüntü kuzenimin kankasını vefat ettiği zamandır ve herkes çok üzülmüştü nur içinde yatsın,The sadness for me is when my cousin is best friend passed away and everyone was so sad May he rest in peace,Male,
280-6G-326-M-H,Babamın bana ilk verdiği telefonum,The first phone my father gave me,Male,
